Statistic Label,Year,Commodity Group,Country,VALUE,Missing,Commodity Code,Commodity Category,ISO3
Value of Exports,2022,Animal oils and fats (41),Sweden,750.0,False,41,Food and Beverages,SWE
Value of Exports,2022,Animal oils and fats (41),Singapore,148.0,False,41,Food and Beverages,SGP
Value of Exports,2022,Animal oils and fats (41),Slovenia,,True,41,Food and Beverages,SVN
Value of Exports,2022,Animal oils and fats (41),Slovakia,1.0,False,41,Food and Beverages,SVK
Value of Exports,2022,Animal oils and fats (41),Thailand,,True,41,Food and Beverages,THA
Value of Exports,2022,Animal oils and fats (41),Turkey,69.0,False,41,Food and Beverages,TUR
Value of Exports,2022,Animal oils and fats (41),Taiwan,,True,41,Food and Beverages,TWN
Value of Exports,2022,Animal oils and fats (41),USA,0.0,False,41,Food and Beverages,USA
Value of Exports,2022,Animal oils and fats (41),Great Britain,10724.0,False,41,Food and Beverages,GBR
Value of Exports,2022,Animal oils and fats (41),Northern Ireland,2386.0,False,41,Food and Beverages,GBR
Value of Exports,2022,Animal oils and fats (41),South Africa,424.0,False,41,Food and Beverages,ZAF
Value of Exports,2022,Animal oils and fats (41),EU country not specified,992.0,False,41,Food and Beverages,EUU
Value of Exports,2022,Animal oils and fats (41),Other countries,13963.0,False,41,Food and Beverages,OTH
Value of Exports,2022,Fixed vegetable oils and fats (42),Austria,1.0,False,42,Food and Beverages,AUT
Value of Exports,2022,Fixed vegetable oils and fats (42),Australia,2.0,False,42,Food and Beverages,AUS
Value of Exports,2022,Fixed vegetable oils and fats (42),Belgium,4268.0,False,42,Food and Beverages,BEL
Value of Exports,2022,Fixed vegetable oils and fats (42),Bulgaria,,True,42,Food and Beverages,BGR
Value of Exports,2022,Fixed vegetable oils and fats (42),Brazil,,True,42,Food and Beverages,BRA
Value of Exports,2022,Fixed vegetable oils and fats (42),Canada,0.0,False,42,Food and Beverages,CAN
Value of Exports,2022,Fixed vegetable oils and fats (42),Switzerland,5.0,False,42,Food and Beverages,CHE
Value of Exports,2022,Fixed vegetable oils and fats (42),China,24.0,False,42,Food and Beverages,CHN
Value of Exports,2022,Fixed vegetable oils and fats (42),Cyprus,3.0,False,42,Food and Beverages,CYP
Value of Exports,2022,Fixed vegetable oils and fats (42),Czech Republic,198.0,False,42,Food and Beverages,CZE
Value of Exports,2022,Fixed vegetable oils and fats (42),Germany,93.0,False,42,Food and Beverages,DEU
Value of Exports,2022,Fixed vegetable oils and fats (42),Denmark,2.0,False,42,Food and Beverages,DNK
Value of Exports,2022,Fixed vegetable oils and fats (42),Estonia,,True,42,Food and Beverages,EST
Value of Exports,2022,Fixed vegetable oils and fats (42),Spain,42.0,False,42,Food and Beverages,ESP
Value of Exports,2022,Fixed vegetable oils and fats (42),Finland,0.0,False,42,Food and Beverages,FIN
Value of Exports,2022,Fixed vegetable oils and fats (42),France,167.0,False,42,Food and Beverages,FRA
Value of Exports,2022,Fixed vegetable oils and fats (42),Greece,1.0,False,42,Food and Beverages,GRC
Value of Exports,2022,Fixed vegetable oils and fats (42),Croatia,,True,42,Food and Beverages,HRV
Value of Exports,2022,Fixed vegetable oils and fats (42),Hungary,0.0,False,42,Food and Beverages,HUN
Value of Exports,2022,Fixed vegetable oils and fats (42),India,0.0,False,42,Food and Beverages,IND
Value of Exports,2022,Fixed vegetable oils and fats (42),Italy,92.0,False,42,Food and Beverages,ITA
Value of Exports,2022,Fixed vegetable oils and fats (42),Japan,22.0,False,42,Food and Beverages,JPN
Value of Exports,2022,Fixed vegetable oils and fats (42),South Korea,28.0,False,42,Food and Beverages,KOR
Value of Exports,2022,Fixed vegetable oils and fats (42),Lithuania,0.0,False,42,Food and Beverages,LTU
Value of Exports,2022,Fixed vegetable oils and fats (42),Luxembourg,,True,42,Food and Beverages,LUX
Value of Exports,2022,Fixed vegetable oils and fats (42),Latvia,0.0,False,42,Food and Beverages,LVA
Value of Exports,2022,Fixed vegetable oils and fats (42),Malta,8.0,False,42,Food and Beverages,MLT
Value of Exports,2022,Fixed vegetable oils and fats (42),Mexico,,True,42,Food and Beverages,MEX
Value of Exports,2022,Fixed vegetable oils and fats (42),Malaysia,,True,42,Food and Beverages,MYS
Value of Exports,2022,Fixed vegetable oils and fats (42),Netherlands,532.0,False,42,Food and Beverages,NLD
Value of Exports,2022,Fixed vegetable oils and fats (42),Norway,0.0,False,42,Food and Beverages,NOR
Value of Exports,2022,Fixed vegetable oils and fats (42),Poland,101.0,False,42,Food and Beverages,POL
Value of Exports,2022,Fixed vegetable oils and fats (42),Portugal,9.0,False,42,Food and Beverages,PRT
Value of Exports,2022,Fixed vegetable oils and fats (42),Romania,,True,42,Food and Beverages,ROU
Value of Exports,2022,Fixed vegetable oils and fats (42),Russia,,True,42,Food and Beverages,RUS
Value of Exports,2022,Fixed vegetable oils and fats (42),Saudi Arabia,7.0,False,42,Food and Beverages,SAU
Value of Exports,2022,Fixed vegetable oils and fats (42),Sweden,0.0,False,42,Food and Beverages,SWE
Value of Exports,2022,Fixed vegetable oils and fats (42),Singapore,14.0,False,42,Food and Beverages,SGP
Value of Exports,2022,Fixed vegetable oils and fats (42),Slovenia,,True,42,Food and Beverages,SVN
Value of Exports,2022,Fixed vegetable oils and fats (42),Slovakia,0.0,False,42,Food and Beverages,SVK
Value of Exports,2022,Fixed vegetable oils and fats (42),Thailand,,True,42,Food and Beverages,THA
Value of Exports,2022,Fixed vegetable oils and fats (42),Turkey,,True,42,Food and Beverages,TUR
Value of Exports,2022,Fixed vegetable oils and fats (42),Taiwan,,True,42,Food and Beverages,TWN
Value of Exports,2022,Fixed vegetable oils and fats (42),USA,0.0,False,42,Food and Beverages,USA
Value of Exports,2022,Fixed vegetable oils and fats (42),Great Britain,315.0,False,42,Food and Beverages,GBR
Value of Exports,2022,Fixed vegetable oils and fats (42),Northern Ireland,26234.0,False,42,Food and Beverages,GBR
Value of Exports,2022,Fixed vegetable oils and fats (42),South Africa,,True,42,Food and Beverages,ZAF
Value of Exports,2022,Fixed vegetable oils and fats (42),EU country not specified,2544.0,False,42,Food and Beverages,EUU
Value of Exports,2022,Fixed vegetable oils and fats (42),Other countries,28.0,False,42,Food and Beverages,OTH
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Austria,,True,43,Food and Beverages,AUT
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Australia,,True,43,Food and Beverages,AUS
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Belgium,2297.0,False,43,Food and Beverages,BEL
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Bulgaria,,True,43,Food and Beverages,BGR
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Brazil,,True,43,Food and Beverages,BRA
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Canada,,True,43,Food and Beverages,CAN
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Switzerland,,True,43,Food and Beverages,CHE
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",China,0.0,False,43,Food and Beverages,CHN
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Cyprus,,True,43,Food and Beverages,CYP
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Czech Republic,,True,43,Food and Beverages,CZE
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Germany,410.0,False,43,Food and Beverages,DEU
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Denmark,,True,43,Food and Beverages,DNK
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Estonia,,True,43,Food and Beverages,EST
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Spain,3.0,False,43,Food and Beverages,ESP
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Finland,,True,43,Food and Beverages,FIN
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",France,52.0,False,43,Food and Beverages,FRA
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Greece,1.0,False,43,Food and Beverages,GRC
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Croatia,,True,43,Food and Beverages,HRV
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Hungary,507.0,False,43,Food and Beverages,HUN
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",India,,True,43,Food and Beverages,IND
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Italy,28.0,False,43,Food and Beverages,ITA
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Japan,,True,43,Food and Beverages,JPN
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",South Korea,,True,43,Food and Beverages,KOR
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Lithuania,,True,43,Food and Beverages,LTU
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Luxembourg,,True,43,Food and Beverages,LUX
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Latvia,,True,43,Food and Beverages,LVA
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Malta,,True,43,Food and Beverages,MLT
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Mexico,,True,43,Food and Beverages,MEX
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Malaysia,,True,43,Food and Beverages,MYS
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Netherlands,162.0,False,43,Food and Beverages,NLD
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Norway,0.0,False,43,Food and Beverages,NOR
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Poland,7.0,False,43,Food and Beverages,POL
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Portugal,0.0,False,43,Food and Beverages,PRT
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Romania,,True,43,Food and Beverages,ROU
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Russia,,True,43,Food and Beverages,RUS
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Saudi Arabia,,True,43,Food and Beverages,SAU
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Sweden,,True,43,Food and Beverages,SWE
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Singapore,,True,43,Food and Beverages,SGP
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Slovenia,2.0,False,43,Food and Beverages,SVN
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Slovakia,,True,43,Food and Beverages,SVK
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Thailand,,True,43,Food and Beverages,THA
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Turkey,,True,43,Food and Beverages,TUR
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Taiwan,,True,43,Food and Beverages,TWN
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",USA,0.0,False,43,Food and Beverages,USA
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Great Britain,6005.0,False,43,Food and Beverages,GBR
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Northern Ireland,763.0,False,43,Food and Beverages,GBR
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",South Africa,0.0,False,43,Food and Beverages,ZAF
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",EU country not specified,,True,43,Food and Beverages,EUU
Value of Exports,2022,"Animal and vegetable oils and fats, processed, and waxes (43)",Other countries,0.0,False,43,Food and Beverages,OTH
Value of Exports,2022,Organic chemicals (51),Austria,6121.0,False,51,Chemicals and Pharmaceuticals,AUT
Value of Exports,2022,Organic chemicals (51),Australia,1660.0,False,51,Chemicals and Pharmaceuticals,AUS
Value of Exports,2022,Organic chemicals (51),Belgium,2135997.0,False,51,Chemicals and Pharmaceuticals,BEL
Value of Exports,2022,Organic chemicals (51),Bulgaria,1071.0,False,51,Chemicals and Pharmaceuticals,BGR
Value of Exports,2022,Organic chemicals (51),Brazil,6612.0,False,51,Chemicals and Pharmaceuticals,BRA
Value of Exports,2022,Organic chemicals (51),Canada,1366956.0,False,51,Chemicals and Pharmaceuticals,CAN
Value of Exports,2022,Organic chemicals (51),Switzerland,197383.0,False,51,Chemicals and Pharmaceuticals,CHE
Value of Exports,2022,Organic chemicals (51),China,570750.0,False,51,Chemicals and Pharmaceuticals,CHN
Value of Exports,2022,Organic chemicals (51),Cyprus,43.0,False,51,Chemicals and Pharmaceuticals,CYP
Value of Exports,2022,Organic chemicals (51),Czech Republic,1325.0,False,51,Chemicals and Pharmaceuticals,CZE
Value of Exports,2022,Organic chemicals (51),Germany,9987574.0,False,51,Chemicals and Pharmaceuticals,DEU
Value of Exports,2022,Organic chemicals (51),Denmark,184.0,False,51,Chemicals and Pharmaceuticals,DNK
Value of Exports,2022,Organic chemicals (51),Estonia,96.0,False,51,Chemicals and Pharmaceuticals,EST
Value of Exports,2022,Organic chemicals (51),Spain,56825.0,False,51,Chemicals and Pharmaceuticals,ESP
Value of Exports,2022,Organic chemicals (51),Finland,714.0,False,51,Chemicals and Pharmaceuticals,FIN
Value of Exports,2022,Organic chemicals (51),France,1617119.0,False,51,Chemicals and Pharmaceuticals,FRA
Value of Exports,2022,Organic chemicals (51),Greece,19214.0,False,51,Chemicals and Pharmaceuticals,GRC
Value of Exports,2022,Organic chemicals (51),Croatia,978.0,False,51,Chemicals and Pharmaceuticals,HRV
Value of Exports,2022,Organic chemicals (51),Hungary,3782.0,False,51,Chemicals and Pharmaceuticals,HUN
Value of Exports,2022,Organic chemicals (51),India,7700.0,False,51,Chemicals and Pharmaceuticals,IND
Value of Exports,2022,Organic chemicals (51),Italy,519510.0,False,51,Chemicals and Pharmaceuticals,ITA
Value of Exports,2022,Organic chemicals (51),Japan,73524.0,False,51,Chemicals and Pharmaceuticals,JPN
Value of Exports,2022,Organic chemicals (51),South Korea,17283.0,False,51,Chemicals and Pharmaceuticals,KOR
Value of Exports,2022,Organic chemicals (51),Lithuania,62.0,False,51,Chemicals and Pharmaceuticals,LTU
Value of Exports,2022,Organic chemicals (51),Luxembourg,,True,51,Chemicals and Pharmaceuticals,LUX
Value of Exports,2022,Organic chemicals (51),Latvia,174.0,False,51,Chemicals and Pharmaceuticals,LVA
Value of Exports,2022,Organic chemicals (51),Malta,167.0,False,51,Chemicals and Pharmaceuticals,MLT
Value of Exports,2022,Organic chemicals (51),Mexico,5788.0,False,51,Chemicals and Pharmaceuticals,MEX
Value of Exports,2022,Organic chemicals (51),Malaysia,2363.0,False,51,Chemicals and Pharmaceuticals,MYS
